id,neighbourhood_cleansed,room_type,accommodates,bedrooms,price,minimum_nights_x,maximum_nights,amenities,review_scores_rating,estimated_occupancy_l365d,Wifi_x,kitchen_x,has_washer_x,air conditioning_x,parking_gratuit_x,taux_occupation,seuil,classement,taille_groupe,Wifi_y,kitchen_y,has_washer_y,air conditioning_y,parking_gratuit_y,minimum_nights_y,recor_wifi,reco_kitchen,reco_washer,reco_ac,reco_parking,reco_nuit,recommandation_finale
1494353750594878215,Eysines,Private room,2,1.0,27.0,3,7,"[""Host greets you"", ""Refrigerator"", ""Coffee maker"", ""Hot water kettle"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Free street parking"", ""Smoking allowed"", ""Smoke alarm"", ""Single oven"", ""Iron"", ""Bed linens"", ""Lock on bedroom door"", ""Microwave"", ""Clothing storage: dresser""]",3.0,6,0,0,0,0,0,0.9671232876712329,45.0,0,11.0,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,30.0,1.0,1.0,1.0,,1.0,,"1. Ajouter le Wifi
2. Ajouter une cuisine équipée
3. Installer un lave-linge
4. Proposer un parking gratuit"
1495549898505428929,Bordeaux Sud,Entire home/apt,1,1.0,40.0,30,120,"[""Washer"", ""Dishes and silverware"", ""Kitchenette"", ""Hot water"", ""Private entrance"", ""Wifi"", ""Clothing storage"", ""Bed linens"", ""Dedicated workspace"", ""TV"", ""Hangers"", ""Mini fridge"", ""Cooking basics""]",,0,1,1,1,0,0,0.3041095890410959,138.0,0,241.0,0.8888888888888888,0.9841269841269841,0.4444444444444444,0.25396825396825395,0.031746031746031744,2.0,,,,,,1.0,1. Réduire le minimum de nuits
1495634056074338253,Chartrons - Grand Parc - Jardin Public,Entire home/apt,4,2.0,147.0,2,15,"[""Host greets you"", ""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Drying rack for clothing"", ""Wine glasses"", ""Bed linens"", ""Dishwasher"", ""Dining table"", ""Free washer \u2013 In unit"", ""Other induction stove"", ""Coffee maker: french press, Nespresso"", ""Shower gel"", ""Cleaning products"", ""Portable fans"", ""Central heating"", ""Single oven"", ""Hangers"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""HDTV with DVD player""]",,0,1,1,1,0,0,0.8931506849315068,120.0,0,124.0,1.0,1.0,0.8484848484848485,0.30303030303030304,0.18181818181818182,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1495755038082717645,Bordeaux Maritime,Entire home/apt,4,1.0,143.0,2,365,"[""Room-darkening shades"", ""Toaster"", ""Hair dryer"", ""Drying rack for clothing"", ""Lockbox"", ""Free parking on premises"", ""Wine glasses"", ""Bed linens"", ""Whirlpool single oven"", ""Iron"", ""Elevator"", ""Dishwasher"", ""First aid kit"", ""Samsung refrigerator"", ""Freezer"", ""Other electric stove"", ""Coffee maker: french press, Nespresso"", ""TV"", ""Shower gel"", ""Paid street parking off premises"", ""Books and reading material"", ""Cooking basics"", ""Extra pillows and blankets"", ""Clothing storage: walk-in closet and closet"", ""Laundromat nearby"", ""Portable fans"", ""Marshall Bluetooth sound system"", ""Coffee"", ""Self check-in"", ""Hangers"", ""Washer"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Radiant heating"", ""Dishes and silverware"", ""Hot water kettle"", ""Hot water"", ""Outdoor playground"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",,0,1,1,1,0,1,0.010958904109589041,84.0,0,82.0,1.0,1.0,0.7272727272727273,0.6818181818181818,0.7727272727272727,2.0,,,,1.0,,,1. Installer la climatisation
1495807814015541268,Centre ville (Bordeaux),Private room,2,1.0,39.0,1,365,"[""Pets allowed"", ""Toaster"", ""Stove"", ""High chair"", ""Blender"", ""Smoking allowed"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""BBQ grill"", ""Freezer"", ""Clothing storage"", ""TV"", ""Heating"", ""Coffee maker"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Coffee"", ""Oven"", ""Hangers"", ""Microwave"", ""Bidet"", ""Washer"", ""Hot water kettle"", ""Hot water"", ""Game console"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Bathtub""]",,0,1,1,1,0,0,0.13424657534246576,114.0,0,59.0,0.9375,0.5625,0.375,0.0625,0.0,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1495856524946261109,Bordeaux Maritime,Entire home/apt,4,2.0,128.0,2,90,"[""Host greets you"", ""Refrigerator"", ""Hair dryer"", ""Drying rack for clothing"", ""Blender"", ""Barbecue utensils"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""BBQ grill"", ""Freezer"", ""Free street parking"", ""Whirlpool electric stove"", ""TV"", ""Shower gel"", ""Clothing storage: closet"", ""Cooking basics"", ""Cleaning products"", ""Central heating"", ""Coffee"", ""Single oven"", ""Coffee maker: Nespresso"", ""Essentials"", ""Hangers"", ""Microwave"", ""Washer"", ""Body soap"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Kitchen"", ""Bathtub""]",,0,1,1,1,0,0,0.03561643835616438,84.0,0,82.0,1.0,1.0,0.7272727272727273,0.6818181818181818,0.7727272727272727,2.0,,,,1.0,1.0,,"1. Installer la climatisation
2. Proposer un parking gratuit"
1496129329822334288,Saint-Mdard-en-Jalles,Entire home/apt,5,3.0,90.0,1,365,"[""Pets allowed"", ""Host greets you"", ""Room-darkening shades"", ""Indesit single oven"", ""Toaster"", ""Hair dryer"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Iron"", ""Dishwasher"", ""Other induction stove"", ""Indesit refrigerator"", ""Coffee maker: espresso machine"", ""TV"", ""Air conditioning"", ""Private entrance"", ""Cooking basics"", ""Clothing storage: closet"", ""Laundromat nearby"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Washer"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Dining table""]",,0,1,1,1,1,0,0.0,66.0,0,53.0,1.0,1.0,0.8666666666666667,0.6666666666666666,0.7333333333333333,1.0,,,,,1.0,,1. Proposer un parking gratuit
1496185371636328613,Bordeaux Maritime,Entire home/apt,6,2.0,115.0,3,14,"[""Piano"", ""Host greets you"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Ethernet connection"", ""Free parking on premises"", ""Dedicated workspace"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Clothing storage"", ""TV"", ""Sound system"", ""Exercise equipment"", ""Heating"", ""Books and reading material"", ""Cooking basics"", ""Other stove"", ""Coffee maker"", ""Outdoor furniture"", ""Outdoor dining area"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Dryer"", ""Game console"", ""Wifi"", ""Board games"", ""Kitchen"", ""Bathtub"", ""Dining table""]",,0,1,1,1,0,1,0.9424657534246575,126.0,0,77.0,0.95,1.0,0.8,0.45,0.55,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1496211898364631970,Villenave-d'Ornon,Entire home/apt,3,2.0,37.0,1,365,"[""Pets allowed"", ""Washer"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""Kitchen"", ""Dedicated workspace"", ""TV""]",,0,1,1,1,0,1,0.07671232876712329,208.5,0,58.0,0.8,0.8666666666666667,0.5333333333333333,0.2,0.8666666666666667,1.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1496253060628024473,Centre ville (Bordeaux),Entire home/apt,2,1.0,86.0,2,15,"[""Refrigerator"", ""Hair dryer"", ""Drying rack for clothing"", ""Baking sheet"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""Conditioner"", ""Freezer"", ""TV"", ""Air conditioning"", ""Shower gel"", ""Books and reading material"", ""Heating"", ""Cooking basics"", ""Other stove"", ""Rice maker"", ""Fire extinguisher"", ""Cleaning products"", ""Portable fans"", ""Coffee"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Washer"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Shampoo"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Board games"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",,0,1,1,1,1,0,0.821917808219178,138.0,0,293.0,0.9459459459459459,0.9324324324324325,0.44594594594594594,0.12162162162162163,0.02702702702702703,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1496363278361903930,Bordeaux Sud,Entire home/apt,4,0.0,97.0,1,365,"[""Room-darkening shades"", ""Refrigerator"", ""Hair dryer"", ""Stove"", ""Lockbox"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Carbon monoxide alarm"", ""Clothing storage"", ""TV"", ""Shower gel"", ""Mini fridge"", ""Heating"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Laundromat nearby"", ""Portable fans"", ""Cleaning available during stay"", ""Coffee"", ""Paid parking off premises"", ""Essentials"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Single level home"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",,0,1,1,0,0,0,0.057534246575342465,139.0,0,231.0,0.9827586206896551,0.9827586206896551,0.6896551724137931,0.2413793103448276,0.27586206896551724,2.0,,,1.0,,,,1. Installer un lave-linge
1496409204273685264,Bordeaux Sud,Entire home/apt,2,1.0,53.0,2,365,"[""Refrigerator"", ""Toaster"", ""Lockbox"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Freezer"", ""Clothing storage"", ""TV"", ""Shower gel"", ""Cooking basics"", ""Paid parking on premises"", ""Outdoor furniture"", ""Coffee"", ""Self check-in"", ""Microwave"", ""Patio or balcony"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",5.0,12,1,1,0,0,0,0.09863013698630137,138.0,0,241.0,0.8888888888888888,0.9841269841269841,0.4444444444444444,0.25396825396825395,0.031746031746031744,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1496880830434416971,Bordeaux Maritime,Private room,2,1.0,44.0,1,365,"[""Washer"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""Kitchen"", ""TV"", ""Air conditioning""]",5.0,6,1,1,1,1,1,0.005479452054794521,56.0,0,27.0,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.42857142857142855,1.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1496933119957508299,Le Taillan-Mdoc,Entire home/apt,6,3.0,160.0,7,180,"[""Washer"", ""Pool"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Outdoor dining area"", ""Smoke alarm"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Air conditioning""]",,0,1,1,1,1,1,0.2273972602739726,15.0,0,16.0,1.0,1.0,0.75,0.75,1.0,4.0,,,,,,1.0,1. Réduire le minimum de nuits
1497039210632783705,Caudran,Entire home/apt,1,1.0,52.0,30,365,"[""Room-darkening shades"", ""Extra pillows and blankets"", ""Hair dryer"", ""Hot water"", ""First aid kit"", ""Carbon monoxide alarm"", ""Lockbox"", ""Wifi"", ""Free parking on premises"", ""Bed linens"", ""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""TV"", ""Shower gel"", ""Hangers"", ""Self check-in"", ""Heating""]",,0,1,1,0,0,1,0.0027397260273972603,78.0,0,73.0,0.7894736842105263,0.9473684210526315,0.5789473684210527,0.3157894736842105,0.7368421052631579,2.0,,,1.0,,,1.0,"1. Installer un lave-linge
2. Réduire le minimum de nuits"
1497171564139758610,Bgles,Private room,1,1.0,67.0,1,365,"[""Washer"", ""Hot water"", ""Noise decibel monitors on property"", ""Carbon monoxide alarm"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""TV"", ""Bed linens""]",,0,1,1,1,0,0,0.0,15.0,0,27.0,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.2857142857142857,1.0,,,,1.0,,,1. Installer la climatisation
1497779084427571511,Centre ville (Merignac),Entire home/apt,6,2.0,86.0,2,365,"[""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Stove"", ""Drying rack for clothing"", ""Lockbox"", ""Dedicated workspace"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""Elevator"", ""Dishwasher"", ""Freezer"", ""Clothing storage"", ""TV"", ""Shower gel"", ""Long term stays allowed"", ""Private entrance"", ""Books and reading material"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Extra pillows and blankets"", ""Window guards"", ""Cleaning products"", ""Laundromat nearby"", ""Portable fans"", ""Outdoor furniture"", ""Free parking garage on premises \u2013 1 space"", ""Outdoor dining area"", ""Coffee"", ""Essentials"", ""Babysitter recommendations"", ""Oven"", ""Hangers"", ""Self check-in"", ""Microwave"", ""Private patio or balcony"", ""Washer"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Housekeeping available from 8:00\u202fAM to 8:00\u202fPM, every day - available at extra cost"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Dining table""]",5.0,6,1,1,1,0,1,0.07123287671232877,45.0,0,19.0,1.0,1.0,1.0,0.0,1.0,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1497948087677514302,Bordeaux Sud,Entire home/apt,3,1.0,80.0,3,365,"[""Host greets you"", ""Room-darkening shades"", ""Refrigerator"", ""Ethernet connection"", ""Drying rack for clothing"", ""Baking sheet"", ""Iron"", ""Elevator"", ""Other induction stove"", ""Carbon monoxide alarm"", ""Freezer"", ""Clothing storage: closet and wardrobe"", ""TV"", ""Shower gel"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Private entrance"", ""Cooking basics"", ""Paid parking on premises"", ""Cleaning products"", ""Central heating"", ""Hangers"", ""Microwave"", ""Double oven"", ""Private patio or balcony"", ""Washer"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",5.0,6,1,1,1,0,0,0.03287671232876712,139.0,0,231.0,0.9827586206896551,0.9827586206896551,0.6896551724137931,0.2413793103448276,0.27586206896551724,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1498336226797934149,Saint Augustin - Tauzin - Alphonse Dupeux,Entire home/apt,2,1.0,36.0,30,120,"[""Washer"", ""Smoke alarm"", ""Kitchen""]",,0,0,1,1,0,0,0.5342465753424658,180.0,0,85.0,0.9130434782608695,1.0,0.4782608695652174,0.21739130434782608,0.17391304347826086,2.0,1.0,,,,,1.0,"1. Ajouter le Wifi
2. Réduire le minimum de nuits"
1499167659468568307,Le Haillan,Entire home/apt,2,1.0,51.0,1,365,"[""Room-darkening shades"", ""Refrigerator"", ""Hair dryer"", ""Drying rack for clothing"", ""Free parking on premises"", ""Baking sheet"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""BBQ grill"", ""TV"", ""Shower gel"", ""Long term stays allowed"", ""Heating"", ""Coffee maker"", ""Extra pillows and blankets"", ""Cleaning products"", ""Outdoor dining area"", ""Cleaning available during stay"", ""Hangers"", ""Microwave"", ""Washer"", ""Body soap"", ""Single level home"", ""Hot water"", ""Dryer"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Sun loungers"", ""Dining table""]",,0,1,1,1,0,1,0.5753424657534246,93.0,0,11.0,1.0,1.0,0.3333333333333333,0.0,1.0,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1499298328051843924,Villenave-d'Ornon,Private room,1,1.0,30.0,1,365,"[""Washer"", ""Wifi"", ""Free parking on premises"", ""Kitchen"", ""Lake access"", ""TV"", ""Lock on bedroom door""]",,0,1,1,1,0,1,0.00821917808219178,48.0,0,19.0,1.0,0.8,0.6,0.6,0.8,3.0,,,,1.0,,,1. Installer la climatisation
1499476456980395784,Gradignan,Entire home/apt,6,2.0,77.0,7,30,"[""Washer"", ""Host greets you"", ""Free parking on premises"", ""Outdoor dining area"", ""Kitchen"", ""Smoke alarm"", ""Dedicated workspace"", ""TV""]",,0,0,1,1,0,1,0.5397260273972603,108.0,0,26.0,1.0,1.0,0.5,0.625,1.0,1.0,1.0,,,1.0,,1.0,"1. Ajouter le Wifi
2. Installer la climatisation
3. Réduire le minimum de nuits"
1499798977335643795,Bordeaux Sud,Private room,2,1.0,69.0,4,365,"[""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Drying rack for clothing"", ""Indoor fireplace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Freezer"", ""Clothing storage"", ""Shower gel"", ""Heating"", ""Books and reading material"", ""Cooking basics"", ""Coffee maker"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Cleaning products"", ""Laundromat nearby"", ""Portable fans"", ""Paid parking off premises"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Washer"", ""Body soap"", ""Fireplace guards"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",,0,1,1,1,0,0,0.6383561643835617,72.0,0,52.0,0.9375,0.75,0.75,0.3125,0.125,1.0,,,,,,1.0,1. Réduire le minimum de nuits
1499922647877648076,Saint-Mdard-en-Jalles,Private room,1,1.0,61.0,1,2,"[""Pool"", ""Wifi"", ""Free parking on premises"", ""Outdoor dining area"", ""Kitchen"", ""TV"", ""Lock on bedroom door""]",,0,1,1,0,0,1,0.00821917808219178,6.0,0,16.0,1.0,0.8,0.6,0.0,1.0,2.0,,,1.0,,,,1. Installer un lave-linge
1499951836954088481,Villenave-d'Ornon,Private room,2,1.0,35.0,3,365,"[""Washer"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""Kitchen"", ""TV"", ""Air conditioning""]",,0,1,1,1,1,1,0.0,54.0,0,21.0,0.8333333333333334,0.5,0.16666666666666666,0.16666666666666666,0.8333333333333334,1.0,,,,,,1.0,1. Réduire le minimum de nuits
1500616424597228387,Centre ville (Merignac),Entire home/apt,4,3.0,65.0,6,92,"[""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Ethernet connection"", ""Drying rack for clothing"", ""High chair"", ""Free parking on premises"", ""Dedicated workspace"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Elevator"", ""Dishwasher"", ""Clothing storage"", ""TV"", ""Ceiling fan"", ""Sound system"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Rice maker"", ""Outdoor furniture"", ""Oven"", ""Hangers"", ""Microwave"", ""Washer"", ""Fast wifi \u2013 337 Mbps"", ""Hot water kettle"", ""Dishes and silverware"", ""Dryer"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",5.0,12,1,1,1,0,1,0.1178082191780822,100.5,0,22.0,0.8333333333333334,1.0,0.5,0.3333333333333333,0.6666666666666666,2.0,,,,,,1.0,1. Réduire le minimum de nuits
1500706920672938945,Talence,Entire home/apt,4,1.0,64.0,2,30,"[""Room-darkening shades"", ""Hair dryer"", ""Drying rack for clothing"", ""Lockbox"", ""Free parking on premises"", ""Dedicated workspace"", ""Baking sheet"", ""Bed linens"", ""Iron"", ""Elevator"", ""Dishwasher"", ""Washer \u2013\u00a0In unit"", ""Long term stays allowed"", ""Mini fridge"", ""Books and reading material"", ""Clothing storage: closet"", ""Cooking basics"", ""Coffee maker"", ""Fire extinguisher"", ""Cleaning products"", ""Laundromat nearby"", ""55 inch HDTV with Netflix, Disney+, Amazon Prime Video"", ""Outdoor furniture"", ""Coffee"", ""Essentials"", ""Oven"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Body soap"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",,0,1,1,1,0,1,0.07397260273972603,102.0,0,98.0,0.8888888888888888,0.9629629629629629,0.4074074074074074,0.2222222222222222,0.5925925925925926,1.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1500847603827479459,Nansouty - Saint Gens,Entire home/apt,2,1.0,149.0,1,365,"[""Paid parking on premises"", ""Fire extinguisher"", ""Hot tub"", ""First aid kit"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""Kitchen"", ""TV""]",,0,1,1,0,0,1,0.0,60.0,0,64.0,1.0,0.9411764705882353,0.8823529411764706,0.5294117647058824,0.35294117647058826,2.0,,,1.0,1.0,,,"1. Installer un lave-linge
2. Installer la climatisation"
1500929920396610463,Bgles,Entire home/apt,4,2.0,52.0,1,15,"[""Room-darkening shades"", ""Refrigerator"", ""Lockbox"", ""Free parking on premises"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Clothing storage"", ""TV"", ""Private entrance"", ""Heating"", ""Cooking basics"", ""Books and reading material"", ""Coffee maker: french press"", ""Coffee"", ""Outdoor dining area"", ""Oven"", ""Self check-in"", ""Washer"", ""Dishes and silverware"", ""Single level home"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",5.0,6,1,1,1,0,1,0.7726027397260274,199.5,0,84.0,0.8571428571428571,0.9523809523809523,0.42857142857142855,0.38095238095238093,0.7619047619047619,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1501218879111176777,Centre ville (Merignac),Entire home/apt,4,2.0,65.0,1,365,"[""Host greets you"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Drying rack for clothing"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Baking sheet"", ""Blender"", ""Wine glasses"", ""Bed linens"", ""Dishwasher"", ""TV"", ""Shower gel"", ""Sound system"", ""Heating"", ""Books and reading material"", ""Cooking basics"", ""Coffee maker"", ""Rice maker"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Coffee"", ""Oven"", ""Microwave"", ""Washer"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Bathtub""]",,0,1,1,1,0,1,0.1095890410958904,100.5,0,22.0,0.8333333333333334,1.0,0.5,0.3333333333333333,0.6666666666666666,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
1501243769470386231,Eysines,Entire home/apt,6,2.0,79.0,2,365,"[""Pets allowed"", ""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Lockbox"", ""Exercise equipment: yoga mat"", ""Free parking on premises"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Freezer"", ""Clothing storage"", ""TV"", ""Shower gel"", ""Long term stays allowed"", ""Books and reading material"", ""Cooking basics"", ""Coffee maker"", ""Fire extinguisher"", ""Cleaning products"", ""Portable fans"", ""Central heating"", ""Outdoor furniture"", ""Outdoor dining area"", ""Coffee"", ""Essentials"", ""Oven"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Sun loungers"", ""Dining table""]",5.0,12,1,1,0,0,1,0.06301369863013699,90.0,0,35.0,1.0,1.0,0.8888888888888888,0.2222222222222222,1.0,2.0,,,1.0,,,,1. Installer un lave-linge
1501310169664813334,Eysines,Entire home/apt,2,1.0,38.0,2,365,"[""Lockbox"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Other induction stove"", ""Free street parking"", ""Shower gel"", ""Mini fridge"", ""Cleaning products"", ""Essentials"", ""Self check-in"", ""Microwave"", ""Washer"", ""Body soap"", ""Radiant heating"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",,0,0,1,1,0,0,0.0547945205479452,102.0,0,37.0,1.0,1.0,0.7272727272727273,0.45454545454545453,0.9090909090909091,2.0,1.0,,,,1.0,,"1. Ajouter le Wifi
2. Proposer un parking gratuit"
1501382984320225813,Floirac,Entire home/apt,2,1.0,43.0,1,365,"[""Refrigerator"", ""Portable heater"", ""Lockbox"", ""Bed linens"", ""Free street parking"", ""Air conditioning"", ""Long term stays allowed"", ""Clothing storage: walk-in closet and closet"", ""Cleaning products"", ""Central heating"", ""Coffee maker: french press"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Dishes and silverware"", ""Hot water"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",5.0,6,0,1,0,1,0,0.00821917808219178,255.0,0,37.0,0.8181818181818182,1.0,0.36363636363636365,0.2727272727272727,0.5454545454545454,1.0,1.0,,,,1.0,,"1. Ajouter le Wifi
2. Proposer un parking gratuit"
1501427459314939128,Lormont,Private room,2,1.0,71.0,1,7,"[""Washer"", ""Fire extinguisher"", ""First aid kit"", ""BBQ grill"", ""Wifi"", ""Free parking on premises"", ""Outdoor dining area"", ""Smoke alarm"", ""Indoor fireplace"", ""Kitchen"", ""TV"", ""Lock on bedroom door""]",,0,1,1,1,0,1,0.5068493150684932,0.0,1,15.0,1.0,1.0,0.6666666666666666,0.2,0.8,1.0,,,,,,,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
1501558268221328851,Saint-Mdard-en-Jalles,Entire home/apt,4,2.0,95.0,2,90,"[""Washer"", ""Body soap"", ""Cleaning products"", ""Hot water"", ""Exterior security cameras on property"", ""Shampoo"", ""Wifi"", ""Free parking on premises"", ""Outdoor dining area"", ""Indoor fireplace"", ""Kitchen"", ""TV"", ""Shower gel"", ""Heating""]",,0,1,1,1,0,1,0.7863013698630137,66.0,0,53.0,1.0,1.0,0.8666666666666667,0.6666666666666666,0.7333333333333333,1.0,,,,1.0,,,1. Installer la climatisation
1501558313085808841,Bordeaux Sud,Entire home/apt,2,1.0,57.0,4,365,"[""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Drying rack for clothing"", ""Hot water"", ""Other induction stove"", ""Board games"", ""Kitchen"", ""Single oven"", ""Baking sheet"", ""Heating""]",,0,0,1,1,0,0,0.9780821917808219,138.0,0,241.0,0.8888888888888888,0.9841269841269841,0.4444444444444444,0.25396825396825395,0.031746031746031744,2.0,1.0,,,,,1.0,"1. Ajouter le Wifi
2. Réduire le minimum de nuits"
1501623520426254495,Talence,Private room,1,1.0,46.0,3,365,"[""Wifi"", ""Washer"", ""Kitchen"", ""Dedicated workspace""]",,0,1,1,1,0,0,0.0,30.0,0,25.0,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.5555555555555556,1.0,,,,,1.0,1.0,"1. Proposer un parking gratuit
2. Réduire le minimum de nuits"
